TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,COLUMN_KEY
pk_cabeceras,terminado_picktolight,tinyint,NULL,
pk_cabeceras,tipo_picking,varchar,50,
pk_cabeceras,transportista,varchar,25,
pk_cabeceras,usuario_cambio_estado,int,NULL,
pk_cabeceras,usuario_creacion,int,NULL,
pk_cabeceras,usuario_revisor_mx,int,NULL,
pk_cabeceras_mueble,activo,int,NULL,MUL
pk_cabeceras_mueble,id_pk_cabeceras_mueble,int,NULL,PRI
pk_cabeceras_mueble,created_at,timestamp,NULL,
pk_cabeceras_mueble,modified_at,timestamp,NULL,
pk_cabeceras_mueble,nombre_mueble,varchar,50,
pk_faltas,aplicado,int,NULL,MUL
pk_faltas,fecha_aplicado,date,NULL,MUL
pk_faltas,fecha_modificacion,timestamp,NULL,MUL
pk_faltas,id_departamento,int,NULL,MUL
pk_faltas,id_picking,int,NULL,MUL
pk_faltas,tienda,varchar,4,MUL
pk_faltas,id_pk_faltas,int,NULL,PRI
pk_faltas,codigo,varchar,50,
pk_faltas,color,varchar,15,
pk_faltas,id_usuario_modificacion,int,NULL,
pk_faltas,observaciones,varchar,100,
pk_faltas,picktolight,int,NULL,
pk_faltas,unidades,int,NULL,
pk_faltas,unidades_declaradas,int,NULL,
pk_faltas,update_date,timestamp,NULL,
pk_filtros,activo,int,NULL,MUL
pk_filtros,fecha_inicio,date,NULL,MUL
pk_filtros,nombre_filtro,varchar,100,UNI
pk_filtros,id_pk_filtro,int,NULL,PRI
pk_filtros,campo_objetivo,varchar,45,
pk_filtros,fecha_creacion,timestamp,NULL,
pk_filtros,fecha_fin,date,NULL,
pk_filtros,fecha_modificacion,timestamp,NULL,
pk_filtros,minimo,int,NULL,
pk_filtros,multiplicador,int,NULL,
pk_filtros,pais,varchar,30,
pk_filtros,permanente,int,NULL,
pk_filtros,picktolight,int,NULL,
pk_filtros,prioridad,int,NULL,
pk_filtros,tipo_filtro,varchar,45,
pk_filtros,usuario_creacion,int,NULL,
pk_filtros,usuario_modificacion,int,NULL,
pk_lineas,enviado_picktolight,int,NULL,MUL
pk_lineas,enviado_puttolight,int,NULL,MUL
pk_lineas,id_pk_cabecera,int,NULL,MUL
pk_lineas,id_seccion,int,NULL,MUL
pk_lineas,pk_id_lineas,int,NULL,PRI
pk_lineas,anadidos,int,NULL,
pk_lineas,anadidos_provisionales_vista,int,NULL,
pk_lineas,anadidos_tienda,int,NULL,
pk_lineas,apto_envio,int,NULL,
pk_lineas,cabecera_original,int,NULL,
pk_lineas,cantidad_enviada,int,NULL,
pk_lineas,cantidad_forzada_fantasma,int,NULL,
pk_lineas,cantidad_rotura_stock,int,NULL,
pk_lineas,cobertura,double,NULL,
pk_lineas,codigo_articulo,varchar,15,
pk_lineas,color_articulo,varchar,5,
pk_lineas,created_at,timestamp,NULL,
pk_lineas,descripcion,varchar,100,
pk_lineas,eficacia,double,NULL,
pk_lineas,faltas,int,NULL,
pk_lineas,fecha_creacion,date,NULL,
pk_lineas,fecha_modificacion,timestamp,NULL,
pk_lineas,fecha_recogida,timestamp,NULL,
pk_lineas,fecha_verificacion,date,NULL,
pk_lineas,historico_stocks_ajustados,varchar,250,
pk_lineas,id_ex_bulto,int,NULL,
pk_lineas,id_grupo,int,NULL,
pk_lineas,media_cobertura,double,NULL,
pk_lineas,media_taras_empresa,double,NULL,
pk_lineas,modified_at,timestamp,NULL,
pk_lineas,picktolight,int,NULL,
pk_lineas,propuesta_a_enviar,int,NULL,
pk_lineas,rotura_stock,int,NULL,
pk_lineas,stock_actual,int,NULL,
pk_lineas,stock_declarado_cerrado,int,NULL,
pk_lineas,stock_maximo,int,NULL,
pk_lineas,stock_minimo,int,NULL,
pk_lineas,stock_teorico,int,NULL,
pk_lineas,taras,int,NULL,
pk_lineas,unidades_recibidas,int,NULL,
pk_lineas,unidades_vendidas,int,NULL,
pk_lineas,usr_modificacion,int,NULL,
pk_lineas,usr_verificacion,int,NULL,
pk_lineas,venta_cobertura,int,NULL,
pk_lineas_filtro,activo,int,NULL,MUL
pk_lineas_filtro,cluster_num,int,NULL,MUL
pk_lineas_filtro,codigo_articulo,varchar,15,MUL
pk_lineas_filtro,id_pk_filtro,int,NULL,MUL
pk_lineas_filtro,id_pk_lineas_filtro,int,NULL,PRI
pk_lineas_filtro,cluster_str,varchar,50,
pk_lineas_filtro,color_articulo,varchar,4,
pk_lineas_filtro,def_grupo,varchar,70,
pk_lineas_filtro,def_modelo,varchar,70,
pk_lineas_filtro,fecha_creacion,timestamp,NULL,
pk_lineas_filtro,fecha_modificacion,timestamp,NULL,
pk_lineas_filtro,grupo,int,NULL,
pk_lineas_filtro,maximo,int,NULL,
pk_lineas_filtro,maximo_faltas,int,NULL,
pk_lineas_filtro,maximo_faltas_G1,int,NULL,
pk_lineas_filtro,maximo_faltas_G2,int,NULL,
pk_lineas_filtro,maximo_faltas_G3,int,NULL,
pk_lineas_filtro,maximo_faltas_G4,int,NULL,
pk_lineas_filtro,maximo_faltas_G5,int,NULL,
pk_lineas_filtro,maximo_faltas_G6,int,NULL,
pk_lineas_filtro,maximo_faltas_G7,int,NULL,
pk_lineas_filtro,maximo_faltas_G8,int,NULL,
pk_lineas_filtro,maximo_G1,int,NULL,
pk_lineas_filtro,maximo_G2,int,NULL,
pk_lineas_filtro,maximo_G3,int,NULL,
pk_lineas_filtro,maximo_G4,int,NULL,
pk_lineas_filtro,maximo_G5,int,NULL,
pk_lineas_filtro,maximo_G6,int,NULL,
pk_lineas_filtro,maximo_G7,int,NULL,
pk_lineas_filtro,maximo_G8,int,NULL,
pk_lineas_filtro,minimo,int,NULL,
pk_lineas_filtro,minimo_G1,int,NULL,
pk_lineas_filtro,minimo_G2,int,NULL,
pk_lineas_filtro,minimo_G3,int,NULL,
pk_lineas_filtro,minimo_G4,int,NULL,
pk_lineas_filtro,minimo_G5,int,NULL,
pk_lineas_filtro,minimo_G6,int,NULL,
pk_lineas_filtro,minimo_G7,int,NULL,
pk_lineas_filtro,minimo_G8,int,NULL,
pk_lineas_filtro,modelo,int,NULL,
pk_lineas_filtro,multiplicador,int,NULL,
pk_lineas_filtro,multiplicador_G1,int,NULL,
pk_lineas_filtro,multiplicador_G2,int,NULL,
pk_lineas_filtro,multiplicador_G3,int,NULL,
pk_lineas_filtro,multiplicador_G4,int,NULL,
pk_lineas_filtro,multiplicador_G5,int,NULL,
pk_lineas_filtro,multiplicador_G6,int,NULL,
pk_lineas_filtro,multiplicador_G7,int,NULL,
pk_lineas_filtro,multiplicador_G8,int,NULL,
pk_lineas_filtro,usuario_creacion,int,NULL,
pk_lineas_filtro,usuario_modificacion,int,NULL,
pk_lineas_mueble,codigo_articulo,varchar,50,MUL
pk_lineas_mueble,id_pk_tamanos_mueble,int,NULL,MUL
pk_lineas_mueble,id_pk_lineas_mueble,int,NULL,PRI
pk_lineas_mueble,activo,int,NULL,
pk_lineas_mueble,cantidad,int,NULL,
pk_lineas_mueble,color_articulo,varchar,50,
pk_lineas_mueble,created_at,timestamp,NULL,
pk_lineas_mueble,modified_at,timestamp,NULL,
pk_muebles_departamento,id_departamento,int,NULL,MUL
pk_muebles_departamento,id_pk_muebles_departamento,int,NULL,PRI
pk_muebles_departamento,id_pk_tamanos_mueble,int,NULL,
pk_novedades,id_pk_cabecera_novedad,int,NULL,MUL
pk_novedades,tienda,int,NULL,MUL
pk_novedades,id_pk_novedades,int,NULL,PRI
pk_novedades,created_at,timestamp,NULL,
pk_novedades,modified_at,timestamp,NULL,
pk_novedades,unidades,smallint,NULL,
pk_novedades,unidades_origen,smallint,NULL,
pk_novedades,usuario_modificador,mediumint,NULL,
pk_novedades_p2l,codigo_departamento,int,NULL,MUL
pk_novedades_p2l,id_departamento,int,NULL,MUL
pk_novedades_p2l,picktolight,tinyint,NULL,MUL
pk_novedades_p2l,id_pk_novedades_p2l,int,NULL,PRI
pk_novedades_p2l,aplicado,tinyint,NULL,
pk_novedades_p2l,codigo,varchar,20,
pk_novedades_p2l,color,varchar,10,
pk_novedades_p2l,created_at,timestamp,NULL,
pk_novedades_p2l,fecha_aplicado,date,NULL,
pk_novedades_p2l,id_usuario_creador,int,NULL,
pk_novedades_p2l,id_usuario_modificador,int,NULL,
pk_novedades_p2l,observaciones,varchar,255,
pk_novedades_p2l,unidades,smallint,NULL,
pk_novedades_p2l,updated_at,timestamp,NULL,
pk_oferta_activa,activo,int,NULL,MUL
pk_oferta_activa,codigo_articulo,varchar,50,MUL
pk_oferta_activa,id_pk_oferta_activa,int,NULL,PRI
pk_oferta_activa,color_articulo,varchar,50,
pk_oferta_activa,created_at,timestamp,NULL,
pk_oferta_activa,updated_at,timestamp,NULL,
pk_tamanos_mueble,id_pk_cabeceras_mueble,int,NULL,MUL
pk_tamanos_mueble,id_pk_tamanos_mueble,int,NULL,PRI
pk_tamanos_mueble,activo,int,NULL,
pk_tamanos_mueble,created_at,timestamp,NULL,
pk_tamanos_mueble,nombre_tamano,varchar,50,
pk_tamanos_mueble,updated_at,timestamp,NULL,
pk_taras,fecha,date,NULL,MUL
pk_taras,fecha_aplicado,date,NULL,MUL
pk_taras,motivo,text,65535,MUL
pk_taras,tienda,int,NULL,MUL
pk_taras,id,int,NULL,PRI
pk_taras,actualizado,timestamp,NULL,
pk_taras,aplicado,int,NULL,
pk_taras,codigo,varchar,255,
pk_taras,color,varchar,255,
pk_taras,created_at,timestamp,NULL,
pk_taras,id_departamento,int,NULL,
pk_taras,id_usuario_creador,int,NULL,
pk_taras,taras_a_retornar,int,NULL,
pk_taras,tipo_creacion,varchar,50,
pk_taras,unidades,int,NULL,
reg_cabeceras_traspasos,id_reg_cabeceras_traspasos,int,NULL,PRI
reg_cabeceras_traspasos,anio,int,NULL,
reg_cabeceras_traspasos,cancelacion_email,int,NULL,
reg_cabeceras_traspasos,cantidad_lineas,int,NULL,
reg_cabeceras_traspasos,codigo_departamento,int,NULL,
reg_cabeceras_traspasos,estado,int,NULL,
reg_cabeceras_traspasos,fecha_creacion,timestamp,NULL,
reg_cabeceras_traspasos,fecha_modificacion,timestamp,NULL,
reg_cabeceras_traspasos,fecha_seleccionada,date,NULL,
reg_cabeceras_traspasos,id_creador,int,NULL,
reg_cabeceras_traspasos,id_departamento,int,NULL,
reg_cabeceras_traspasos,identificador,varchar,50,
reg_cabeceras_traspasos,mes,int,NULL,
reg_cabeceras_traspasos,semana,int,NULL,
reg_cabeceras_traspasos,validacion_manual,int,NULL,
reg_lineas_traspasos,codigo_articulo,varchar,20,MUL
reg_lineas_traspasos,id_reg_lineas_traspasos,int,NULL,PRI
reg_lineas_traspasos,aplicado,int,NULL,
reg_lineas_traspasos,cancelacion_email,int,NULL,
reg_lineas_traspasos,cantidad_traspasada,int,NULL,
reg_lineas_traspasos,codigo_departamento_destino,int,NULL,
reg_lineas_traspasos,codigo_departamento_origen,int,NULL,
reg_lineas_traspasos,color_articulo,varchar,20,
reg_lineas_traspasos,estado,int,NULL,
reg_lineas_traspasos,fecha_creacion,timestamp,NULL,
reg_lineas_traspasos,fecha_modificacion,timestamp,NULL,
reg_lineas_traspasos,fecha_seleccionada,date,NULL,
reg_lineas_traspasos,id_cabecera,int,NULL,
reg_lineas_traspasos,id_departamento_destino,int,NULL,
reg_lineas_traspasos,id_departamento_origen,int,NULL,
reg_lineas_traspasos,id_usuario_modificador,int,NULL,
reg_lineas_traspasos,identificador,varchar,50,
reg_lineas_traspasos,nombre_articulo,varchar,100,
reg_lineas_traspasos,retorno,int,NULL,
reg_lineas_traspasos,validacion_manual,int,NULL,
rel_relaciones_check,anio,int,NULL,MUL
rel_relaciones_check,id_departamento,int,NULL,MUL
rel_relaciones_check,id_usuario,int,NULL,MUL
rel_relaciones_check,tipo_check,varchar,45,MUL
rel_relaciones_check,id_rel_relaciones_check,int,NULL,PRI
rel_relaciones_check,codigo_departamento,int,NULL,
rel_relaciones_check,estado,int,NULL,
rel_relaciones_check,fecha_creacion,datetime,NULL,
rel_relaciones_check,mes,int,NULL,
rel_relaciones_check,numero_intento,int,NULL,
rel_relaciones_check,observaciones_adicionales,varchar,100,
rel_relaciones_check,semana,int,NULL,
rh_fichaje,fecha,date,NULL,MUL
rh_fichaje,id_usuario,int,NULL,MUL
rh_fichaje,semana,int,NULL,MUL
rh_fichaje,id_fichaje,int,NULL,PRI
rh_fichaje,anio,int,NULL,
rh_fichaje,dia,int,NULL,
rh_fichaje,fecha_fichaje,timestamp,NULL,
rh_fichaje,fecha_modificacion,timestamp,NULL,
rh_fichaje,fecha_real_fichaje,timestamp,NULL,
rh_fichaje,formacion,int,NULL,
rh_fichaje,hora,time,NULL,
rh_fichaje,huella,int,NULL,
rh_fichaje,id_departamento,int,NULL,
rh_fichaje,id_verificacion,varchar,45,
rh_fichaje,mes,int,NULL,
rh_fichaje,Observaciones,varchar,50,
rh_fichaje,operacion,bit,NULL,
rh_horastrabajadas,fecha,date,NULL,MUL
