TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,COLUMN_KEY
if_bd_persona,ticketsVentaPRN0,int,,
if_bd_persona,ticketsVentaSvN0,int,,
if_bd_persona,ticketsVentaTLN0,int,,
if_bd_persona,ticketsVentaVp0,int,,
if_bd_persona,tienda,varchar,10.0,
if_bd_persona,unidadesDevolucionACN0,int,,
if_bd_persona,unidadesDevolucionAIN0,int,,
if_bd_persona,unidadesDevolucionCBN0,int,,
if_bd_persona,unidadesDevolucionCCN0,int,,
if_bd_persona,unidadesDevolucionCTN0,int,,
if_bd_persona,unidadesDevolucionFdN0,int,,
if_bd_persona,unidadesDevolucionFKN0,int,,
if_bd_persona,unidadesDevolucionNRN0,int,,
if_bd_persona,unidadesDevolucionPRN0,int,,
if_bd_persona,unidadesDevolucionSvN0,int,,
if_bd_persona,unidadesDevolucionTLN0,int,,
if_bd_persona,unidadesDevolucionVp0,int,,
if_bd_persona,unidadesVentaACN0,int,,
if_bd_persona,unidadesVentaAIN0,int,,
if_bd_persona,unidadesVentaCBN0,int,,
if_bd_persona,unidadesVentaCCN0,int,,
if_bd_persona,unidadesVentaCTN0,int,,
if_bd_persona,unidadesVentaFdN0,int,,
if_bd_persona,unidadesVentaFKN0,int,,
if_bd_persona,unidadesVentaNRN0,int,,
if_bd_persona,unidadesVentaPRN0,int,,
if_bd_persona,unidadesVentaSvN0,int,,
if_bd_persona,unidadesVentaTLN0,int,,
if_bd_persona,unidadesVentaVp0,int,,
if_bd_persona,updated_at,timestamp,,
if_bd_persona,visible,int,,
if_bd_tienda,tienda,varchar,50.0,MUL
if_bd_tienda,if_dt_tienda_live,int,,PRI
if_bd_tienda,anio,int,,
if_bd_tienda,areaManager,int,,
if_bd_tienda,atmosfera,varchar,50.0,
if_bd_tienda,aviso_kiosko,int,,
if_bd_tienda,checkVenta,int,,
if_bd_tienda,coordinador,int,,
if_bd_tienda,countryManager,int,,
if_bd_tienda,created_at,timestamp,,
if_bd_tienda,crm,int,,
if_bd_tienda,entradasN0,int,,
if_bd_tienda,entradasN1,int,,
if_bd_tienda,eurosDevolucionACN0,float,,
if_bd_tienda,eurosDevolucionAIN0,float,,
if_bd_tienda,eurosDevolucionCBN0,float,,
if_bd_tienda,eurosDevolucionCCN0,float,,
if_bd_tienda,eurosDevolucionCTN0,float,,
if_bd_tienda,eurosDevolucionFdN0,float,,
if_bd_tienda,eurosDevolucionFKN0,float,,
if_bd_tienda,eurosDevolucionNRN0,float,,
if_bd_tienda,eurosDevolucionPRN0,float,,
if_bd_tienda,eurosDevolucionSvN0,float,,
if_bd_tienda,eurosDevolucionTLN0,float,,
if_bd_tienda,eurosNetoTLN1,float,,
if_bd_tienda,eurosNetoTLN2,float,,
if_bd_tienda,eurosNetoTLN3,float,,
if_bd_tienda,eurosVentaACN0,float,,
if_bd_tienda,eurosVentaAIN0,float,,
if_bd_tienda,eurosVentaCBN0,float,,
if_bd_tienda,eurosVentaCCN0,float,,
if_bd_tienda,eurosVentaCTN0,float,,
if_bd_tienda,eurosVentaFdN0,float,,
if_bd_tienda,eurosVentaFKN0,float,,
if_bd_tienda,eurosVentaNRN0,float,,
if_bd_tienda,eurosVentaPRN0,float,,
if_bd_tienda,eurosVentaSvN0,float,,
if_bd_tienda,eurosVentaTLN0,float,,
if_bd_tienda,fecha,date,,
if_bd_tienda,grupo,varchar,1.0,
if_bd_tienda,horasFichadas,float,,
if_bd_tienda,kiosko,varchar,50.0,
if_bd_tienda,mes,int,,
if_bd_tienda,objetivo_normal,float,,
if_bd_tienda,objetivo_premium,float,,
if_bd_tienda,pais,varchar,50.0,
if_bd_tienda,semana,int,,
if_bd_tienda,storeManager,int,,
if_bd_tienda,temperatura,varchar,50.0,
if_bd_tienda,tickets3Cs,int,,
if_bd_tienda,tickets4Ps,int,,
if_bd_tienda,ticketsDevolucionACN0,int,,
if_bd_tienda,ticketsDevolucionAIN0,int,,
if_bd_tienda,ticketsDevolucionCBN0,int,,
if_bd_tienda,ticketsDevolucionCCN0,int,,
if_bd_tienda,ticketsDevolucionCTN0,int,,
if_bd_tienda,ticketsDevolucionFdN0,int,,
if_bd_tienda,ticketsDevolucionFKN0,int,,
if_bd_tienda,ticketsDevolucionNRN0,int,,
if_bd_tienda,ticketsDevolucionPRN0,int,,
if_bd_tienda,ticketsDevolucionSvN0,int,,
if_bd_tienda,ticketsDevolucionTLN0,int,,
if_bd_tienda,ticketsVentaACN0,int,,
if_bd_tienda,ticketsVentaAIN0,int,,
if_bd_tienda,ticketsVentaCBN0,int,,
if_bd_tienda,ticketsVentaCCN0,int,,
if_bd_tienda,ticketsVentaCTN0,int,,
if_bd_tienda,ticketsVentaFdN0,int,,
if_bd_tienda,ticketsVentaFKN0,int,,
if_bd_tienda,ticketsVentaNRN0,int,,
if_bd_tienda,ticketsVentaPRN0,int,,
if_bd_tienda,ticketsVentaSvN0,int,,
if_bd_tienda,ticketsVentaTLN0,int,,
if_bd_tienda,traficoN0,int,,
if_bd_tienda,traficoN1,int,,
if_bd_tienda,unidadesDevolucionACN0,int,,
if_bd_tienda,unidadesDevolucionAIN0,int,,
if_bd_tienda,unidadesDevolucionCBN0,int,,
if_bd_tienda,unidadesDevolucionCCN0,int,,
if_bd_tienda,unidadesDevolucionCTN0,int,,
if_bd_tienda,unidadesDevolucionFdN0,int,,
if_bd_tienda,unidadesDevolucionFKN0,int,,
if_bd_tienda,unidadesDevolucionNRN0,int,,
if_bd_tienda,unidadesDevolucionPRN0,int,,
if_bd_tienda,unidadesDevolucionSvN0,int,,
if_bd_tienda,unidadesDevolucionTLN0,int,,
if_bd_tienda,unidadesVentaACN0,int,,
if_bd_tienda,unidadesVentaAIN0,int,,
if_bd_tienda,unidadesVentaCBN0,int,,
if_bd_tienda,unidadesVentaCCN0,int,,
if_bd_tienda,unidadesVentaCTN0,int,,
if_bd_tienda,unidadesVentaFdN0,int,,
if_bd_tienda,unidadesVentaFKN0,int,,
if_bd_tienda,unidadesVentaNRN0,int,,
if_bd_tienda,unidadesVentaPRN0,int,,
if_bd_tienda,unidadesVentaSvN0,int,,
if_bd_tienda,unidadesVentaTLN0,int,,
if_bd_tienda,updated_at,timestamp,,
if_bd_tienda,visible,int,,
if_categorias,id_if_categorias,int,,PRI
if_categorias,created_at,timestamp,,
if_categorias,espaniol,text,65535.0,
if_categorias,frances,text,65535.0,
if_categorias,ingles,text,65535.0,
if_categorias,italiano,text,65535.0,
if_categorias,modified_at,timestamp,,
if_categorias,polaco,text,65535.0,
if_categorias,portugues,text,65535.0,
if_categorias,rumano,text,65535.0,
if_comp_anio,codigo_departamento,int,,MUL
if_comp_anio,id_if_comp_anio,int,,PRI
if_comp_anio,anio,int,,
if_comp_anio,comparable,char,50.0,
if_comp_anio,created_at,timestamp,,
if_comp_anio,modified_at,timestamp,,
if_comp_mes,codigo_departamento,int,,MUL
if_comp_mes,id_if_comp_mes,int,,PRI
if_comp_mes,anio,int,,
if_comp_mes,comparable,char,50.0,
if_comp_mes,created_at,timestamp,,
if_comp_mes,modified_at,timestamp,,
if_comp_mes,nmes,int,,
if_comp_semana,codigo_departamento,int,,MUL
if_comp_semana,id_if_comp_semana,int,,PRI
if_comp_semana,anio,int,,
if_comp_semana,comparable,char,50.0,
if_comp_semana,created_at,timestamp,,
if_comp_semana,modified_at,timestamp,,
if_comp_semana,nsemana,int,,
if_comp_semestre,codigo_departamento,int,,MUL
if_comp_semestre,id_if_comp_semestre,int,,PRI
if_comp_semestre,anio,int,,
if_comp_semestre,comparable,char,50.0,
if_comp_semestre,created_at,timestamp,,
if_comp_semestre,modified_at,timestamp,,
if_comp_semestre,nsemestre,int,,
if_costes,id_if_costes,int,,PRI
if_costes,coste_empresa,float,,
if_costes,created_at,timestamp,,
if_costes,dni,varchar,50.0,
if_costes,fecha,date,,
if_costes,modified_at,timestamp,,
if_costes,tienda,varchar,50.0,
if_cuentapersonas_fiable,codigo_departamento,int,,UNI
if_cuentapersonas_fiable,id_if_cuentapersonas_fiable,int,,PRI
if_cuentapersonas_fiable,created_at,timestamp,,
if_cuentapersonas_fiable,modified_at,timestamp,,
if_cuentapersonas_fiable,observacion,varchar,50.0,
if_dt_objetivo,tienda,varchar,10.0,MUL
if_dt_objetivo,id_if_dt_objetivo,int,,PRI
if_dt_objetivo,anio,varchar,4.0,
if_dt_objetivo,created_at,timestamp,,
if_dt_objetivo,fecha,date,,
if_dt_objetivo,mes,varchar,2.0,
if_dt_objetivo,objetivo_normal,float,,
if_dt_objetivo,objetivo_premium,float,,
if_dt_objetivo,pais,varchar,50.0,
if_dt_objetivo,semana,varchar,2.0,
if_dt_objetivo,update_at,timestamp,,
if_dt_objetivo,vendido,float,,
if_dt_persona,persona,varchar,25.0,MUL
if_dt_persona,tienda,varchar,10.0,MUL
if_dt_persona,if_dt_persona,int,,PRI
if_dt_persona,anio,int,,
if_dt_persona,areaManager,int,,
if_dt_persona,coordinador,int,,
if_dt_persona,countryManager,int,,
if_dt_persona,created_at,timestamp,,
if_dt_persona,eurosDevolucionACN0,float,,
if_dt_persona,eurosDevolucionAIN0,float,,
if_dt_persona,eurosDevolucionCBN0,float,,
if_dt_persona,eurosDevolucionCCN0,float,,
if_dt_persona,eurosDevolucionCTN0,float,,
if_dt_persona,eurosDevolucionFdN0,float,,
if_dt_persona,eurosDevolucionFKN0,float,,
if_dt_persona,eurosDevolucionNRN0,float,,
if_dt_persona,eurosDevolucionPRN0,float,,
if_dt_persona,eurosDevolucionSvN0,float,,
if_dt_persona,eurosDevolucionTLN0,float,,
if_dt_persona,eurosDevolucionTLN1,float,,
if_dt_persona,eurosDevolucionTLN3,float,,
if_dt_persona,eurosDevolucionVp0,float,,
if_dt_persona,eurosVentaACN0,float,,
if_dt_persona,eurosVentaAIN0,float,,
if_dt_persona,eurosVentaCBN0,float,,
if_dt_persona,eurosVentaCCN0,float,,
if_dt_persona,eurosVentaCTN0,float,,
if_dt_persona,eurosVentaFdN0,float,,
if_dt_persona,eurosVentaFKN0,float,,
if_dt_persona,eurosVentaNRN0,float,,
if_dt_persona,eurosVentaPRN0,float,,
if_dt_persona,eurosVentaSvN0,float,,
if_dt_persona,eurosVentaTLN0,float,,
if_dt_persona,eurosVentaTLN1,float,,
if_dt_persona,eurosVentaTLN3,float,,
if_dt_persona,eurosVentaVp0,float,,
if_dt_persona,fecha,date,,
if_dt_persona,horas_fichadas,float,,
if_dt_persona,mes,int,,
if_dt_persona,pais,varchar,50.0,
if_dt_persona,semana,int,,
if_dt_persona,storeManager,int,,
if_dt_persona,tickets3Cs,int,,
if_dt_persona,ticketsDevolucionACN0,int,,
if_dt_persona,ticketsDevolucionAIN0,int,,
if_dt_persona,ticketsDevolucionCBN0,int,,
if_dt_persona,ticketsDevolucionCCN0,int,,
if_dt_persona,ticketsDevolucionCTN0,int,,
if_dt_persona,ticketsDevolucionFdN0,int,,
if_dt_persona,ticketsDevolucionFKN0,int,,
if_dt_persona,ticketsDevolucionNRN0,int,,
if_dt_persona,ticketsDevolucionPRN0,int,,
if_dt_persona,ticketsDevolucionSvN0,int,,
if_dt_persona,ticketsDevolucionTLN0,int,,
if_dt_persona,ticketsDevolucionTLN1,int,,
if_dt_persona,ticketsDevolucionTLN3,int,,
if_dt_persona,ticketsDevolucionVp0,int,,
if_dt_persona,ticketsVentaACN0,int,,
if_dt_persona,ticketsVentaAIN0,int,,
if_dt_persona,ticketsVentaCBN0,int,,
if_dt_persona,ticketsVentaCCN0,int,,
if_dt_persona,ticketsVentaCTN0,int,,
if_dt_persona,ticketsVentaFdN0,int,,
if_dt_persona,ticketsVentaFKN0,int,,
if_dt_persona,ticketsVentaNRN0,int,,
if_dt_persona,ticketsVentaPRN0,int,,
if_dt_persona,ticketsVentaSvN0,int,,
if_dt_persona,ticketsVentaTLN0,int,,
if_dt_persona,ticketsVentaTLN1,int,,
if_dt_persona,ticketsVentaTLN3,int,,
if_dt_persona,ticketsVentaVp0,int,,
if_dt_persona,unidadesDevolucionACN0,int,,
if_dt_persona,unidadesDevolucionAIN0,int,,
if_dt_persona,unidadesDevolucionCBN0,int,,
if_dt_persona,unidadesDevolucionCCN0,int,,
if_dt_persona,unidadesDevolucionCTN0,int,,
if_dt_persona,unidadesDevolucionFdN0,int,,
if_dt_persona,unidadesDevolucionFKN0,int,,
if_dt_persona,unidadesDevolucionNRN0,int,,
if_dt_persona,unidadesDevolucionPRN0,int,,
if_dt_persona,unidadesDevolucionSvN0,int,,
if_dt_persona,unidadesDevolucionTLN0,int,,
if_dt_persona,unidadesDevolucionTLN1,int,,
if_dt_persona,unidadesDevolucionTLN3,int,,
if_dt_persona,unidadesDevolucionVp0,int,,
if_dt_persona,unidadesVentaACN0,int,,
if_dt_persona,unidadesVentaAIN0,int,,
if_dt_persona,unidadesVentaCBN0,int,,
if_dt_persona,unidadesVentaCCN0,int,,
if_dt_persona,unidadesVentaCTN0,int,,
if_dt_persona,unidadesVentaFdN0,int,,
if_dt_persona,unidadesVentaFKN0,int,,
if_dt_persona,unidadesVentaNRN0,int,,
if_dt_persona,unidadesVentaPRN0,int,,
if_dt_persona,unidadesVentaSvN0,int,,
if_dt_persona,unidadesVentaTLN0,int,,
if_dt_persona,unidadesVentaTLN1,int,,
if_dt_persona,unidadesVentaTLN3,int,,
if_dt_persona,unidadesVentaVp0,int,,
if_dt_persona,updated_at,timestamp,,
if_dt_persona_aux,persona,varchar,25.0,MUL
if_dt_persona_aux,tienda,varchar,10.0,MUL
if_dt_persona_aux,if_dt_persona,int,,PRI
if_dt_persona_aux,anio,int,,
if_dt_persona_aux,areaManager,int,,
if_dt_persona_aux,coordinador,int,,
if_dt_persona_aux,countryManager,int,,
if_dt_persona_aux,created_at,timestamp,,
if_dt_persona_aux,eurosDevolucionACN0,float,,
if_dt_persona_aux,eurosDevolucionAIN0,float,,
if_dt_persona_aux,eurosDevolucionCBN0,float,,
if_dt_persona_aux,eurosDevolucionCCN0,float,,
if_dt_persona_aux,eurosDevolucionCTN0,float,,
if_dt_persona_aux,eurosDevolucionFdN0,float,,
if_dt_persona_aux,eurosDevolucionFKN0,float,,
if_dt_persona_aux,eurosDevolucionNRN0,float,,
if_dt_persona_aux,eurosDevolucionPRN0,float,,
if_dt_persona_aux,eurosDevolucionSvN0,float,,
if_dt_persona_aux,eurosDevolucionTLN0,float,,
if_dt_persona_aux,eurosDevolucionTLN1,float,,
if_dt_persona_aux,eurosDevolucionTLN3,float,,
if_dt_persona_aux,eurosDevolucionVp0,float,,
if_dt_persona_aux,eurosVentaACN0,float,,
if_dt_persona_aux,eurosVentaAIN0,float,,
if_dt_persona_aux,eurosVentaCBN0,float,,
if_dt_persona_aux,eurosVentaCCN0,float,,
if_dt_persona_aux,eurosVentaCTN0,float,,
if_dt_persona_aux,eurosVentaFdN0,float,,
if_dt_persona_aux,eurosVentaFKN0,float,,
if_dt_persona_aux,eurosVentaNRN0,float,,
if_dt_persona_aux,eurosVentaPRN0,float,,
if_dt_persona_aux,eurosVentaSvN0,float,,
if_dt_persona_aux,eurosVentaTLN0,float,,
if_dt_persona_aux,eurosVentaTLN1,float,,
if_dt_persona_aux,eurosVentaTLN3,float,,
if_dt_persona_aux,eurosVentaVp0,float,,
if_dt_persona_aux,fecha,date,,
if_dt_persona_aux,horas_fichadas,float,,
if_dt_persona_aux,mes,int,,
if_dt_persona_aux,pais,varchar,50.0,
if_dt_persona_aux,semana,int,,
if_dt_persona_aux,storeManager,int,,
if_dt_persona_aux,tickets3Cs,int,,
if_dt_persona_aux,ticketsDevolucionACN0,int,,
if_dt_persona_aux,ticketsDevolucionAIN0,int,,
if_dt_persona_aux,ticketsDevolucionCBN0,int,,
if_dt_persona_aux,ticketsDevolucionCCN0,int,,
if_dt_persona_aux,ticketsDevolucionCTN0,int,,
if_dt_persona_aux,ticketsDevolucionFdN0,int,,
if_dt_persona_aux,ticketsDevolucionFKN0,int,,
if_dt_persona_aux,ticketsDevolucionNRN0,int,,
if_dt_persona_aux,ticketsDevolucionPRN0,int,,
if_dt_persona_aux,ticketsDevolucionSvN0,int,,
if_dt_persona_aux,ticketsDevolucionTLN0,int,,
if_dt_persona_aux,ticketsDevolucionTLN1,int,,
if_dt_persona_aux,ticketsDevolucionTLN3,int,,
if_dt_persona_aux,ticketsDevolucionVp0,int,,
if_dt_persona_aux,ticketsVentaACN0,int,,
if_dt_persona_aux,ticketsVentaAIN0,int,,
if_dt_persona_aux,ticketsVentaCBN0,int,,
if_dt_persona_aux,ticketsVentaCCN0,int,,
if_dt_persona_aux,ticketsVentaCTN0,int,,
if_dt_persona_aux,ticketsVentaFdN0,int,,
if_dt_persona_aux,ticketsVentaFKN0,int,,
if_dt_persona_aux,ticketsVentaNRN0,int,,
if_dt_persona_aux,ticketsVentaPRN0,int,,
if_dt_persona_aux,ticketsVentaSvN0,int,,
if_dt_persona_aux,ticketsVentaTLN0,int,,
if_dt_persona_aux,ticketsVentaTLN1,int,,
if_dt_persona_aux,ticketsVentaTLN3,int,,
if_dt_persona_aux,ticketsVentaVp0,int,,
if_dt_persona_aux,unidadesDevolucionACN0,int,,
if_dt_persona_aux,unidadesDevolucionAIN0,int,,
if_dt_persona_aux,unidadesDevolucionCBN0,int,,
if_dt_persona_aux,unidadesDevolucionCCN0,int,,
if_dt_persona_aux,unidadesDevolucionCTN0,int,,
if_dt_persona_aux,unidadesDevolucionFdN0,int,,
if_dt_persona_aux,unidadesDevolucionFKN0,int,,
if_dt_persona_aux,unidadesDevolucionNRN0,int,,
if_dt_persona_aux,unidadesDevolucionPRN0,int,,
if_dt_persona_aux,unidadesDevolucionSvN0,int,,
if_dt_persona_aux,unidadesDevolucionTLN0,int,,
if_dt_persona_aux,unidadesDevolucionTLN1,int,,
if_dt_persona_aux,unidadesDevolucionTLN3,int,,
if_dt_persona_aux,unidadesDevolucionVp0,int,,
if_dt_persona_aux,unidadesVentaACN0,int,,
if_dt_persona_aux,unidadesVentaAIN0,int,,
if_dt_persona_aux,unidadesVentaCBN0,int,,
if_dt_persona_aux,unidadesVentaCCN0,int,,
if_dt_persona_aux,unidadesVentaCTN0,int,,
if_dt_persona_aux,unidadesVentaFdN0,int,,
if_dt_persona_aux,unidadesVentaFKN0,int,,
if_dt_persona_aux,unidadesVentaNRN0,int,,
if_dt_persona_aux,unidadesVentaPRN0,int,,
if_dt_persona_aux,unidadesVentaSvN0,int,,
if_dt_persona_aux,unidadesVentaTLN0,int,,
if_dt_persona_aux,unidadesVentaTLN1,int,,
if_dt_persona_aux,unidadesVentaTLN3,int,,
if_dt_persona_aux,unidadesVentaVp0,int,,
if_dt_persona_aux,updated_at,timestamp,,
if_dt_promos,codigo_articulo,varchar,50.0,MUL
if_dt_promos,id_if_dt_promos,int,,PRI
if_dt_promos,created_at,timestamp,,
if_dt_promos,estado,int,,
if_dt_promos,fin,date,,
if_dt_promos,inicio,date,,
if_dt_promos,nombre_promo,text,65535.0,
if_dt_promos,updated_at,timestamp,,
if_dt_tienda,fecha,date,,MUL
if_dt_tienda,tienda,varchar,10.0,MUL
if_dt_tienda,if_dt_tienda,int,,PRI
if_dt_tienda,anio,int,,
if_dt_tienda,areaManager,int,,
if_dt_tienda,checkVenta,int,,
if_dt_tienda,coordinador,int,,
if_dt_tienda,countryManager,int,,
if_dt_tienda,created_at,timestamp,,
if_dt_tienda,crm,int,,
if_dt_tienda,entradasN0,int,,
if_dt_tienda,entradasN1,int,,
if_dt_tienda,entradasN3,int,,
if_dt_tienda,eurosDevolucionACN0,float,,
if_dt_tienda,eurosDevolucionAIN0,float,,
if_dt_tienda,eurosDevolucionCBN0,float,,
if_dt_tienda,eurosDevolucionCCN0,float,,
if_dt_tienda,eurosDevolucionCTN0,float,,
if_dt_tienda,eurosDevolucionFdN0,float,,
if_dt_tienda,eurosDevolucionFKN0,float,,
if_dt_tienda,eurosDevolucionNRN0,float,,
if_dt_tienda,eurosDevolucionPRN0,float,,
if_dt_tienda,eurosDevolucionSvN0,float,,
if_dt_tienda,eurosDevolucionTLN0,float,,
if_dt_tienda,eurosDevolucionTLN1,float,,
if_dt_tienda,eurosDevolucionTLN3,float,,
if_dt_tienda,eurosDevolucionVp0,float,,
if_dt_tienda,eurosVentaACN0,float,,
if_dt_tienda,eurosVentaAIN0,float,,
if_dt_tienda,eurosVentaCBN0,float,,
if_dt_tienda,eurosVentaCCN0,float,,
if_dt_tienda,eurosVentaCTN0,float,,
if_dt_tienda,eurosVentaFdN0,float,,
if_dt_tienda,eurosVentaFKN0,float,,
if_dt_tienda,eurosVentaNRN0,float,,
if_dt_tienda,eurosVentaPRN0,float,,
if_dt_tienda,eurosVentaSvN0,float,,
if_dt_tienda,eurosVentaTLN0,float,,
if_dt_tienda,eurosVentaTLN1,float,,
if_dt_tienda,eurosVentaTLN3,float,,
if_dt_tienda,eurosVentaVp0,float,,
if_dt_tienda,horasFichadas,float,,
if_dt_tienda,mes,int,,
if_dt_tienda,objetivo_normal,float,,
if_dt_tienda,objetivo_premium,float,,
if_dt_tienda,pais,varchar,50.0,
if_dt_tienda,semana,int,,
if_dt_tienda,storeManager,int,,
if_dt_tienda,tickets3Cs,int,,
if_dt_tienda,ticketsDevolucionACN0,int,,
if_dt_tienda,ticketsDevolucionAIN0,int,,
if_dt_tienda,ticketsDevolucionCBN0,int,,
if_dt_tienda,ticketsDevolucionCCN0,int,,
if_dt_tienda,ticketsDevolucionCTN0,int,,
if_dt_tienda,ticketsDevolucionFdN0,int,,
